"","row","column","cor","p"
"561","EconMob_EconMob_9","EconMob_EconMob_10",0.571,0
"566","Nationalism_Nationalism_1","EconMob_EconMob_11",-0.298,0
"567","Nationalism_Nationalism_2","EconMob_EconMob_11",-0.152,0
"568","Nationalism_Nationalism_3","EconMob_EconMob_11",-0.302,0
"569","Nationalism_Nationalism_4","EconMob_EconMob_11",-0.29,0
"570","Nationalism_Nationalism_5","EconMob_EconMob_11",-0.228,0
"571","Nationalism_Nationalism_6","EconMob_EconMob_11",-0.2,0
"572","Nationalism_Nationalism_7","EconMob_EconMob_11",-0.278,0
"573","Nationalism_Nationalism_8","EconMob_EconMob_11",-0.27,0
"574","Nationalism_Nationalism_9","EconMob_EconMob_11",-0.333,0
"575","Nationalism_Nationalism_10","EconMob_EconMob_11",-0.316,0
"576","Nationalism_Nationalism_11","EconMob_EconMob_11",-0.261,0
"577","Nationalism_Nationalism_12","EconMob_EconMob_11",-0.36,0
"578","Nationalism_Nationalism_13","EconMob_EconMob_11",-0.286,0
"579","Nationalism_Nationalism_14","EconMob_EconMob_11",-0.302,0
"580","Nationalism_Nationalism_15","EconMob_EconMob_11",-0.171,0
"581","Nationalism_Nationalism_16","EconMob_EconMob_11",-0.203,0
"586","EconMob_EconMob_1","EconMob_EconMob_11",-0.413,0
"587","EconMob_EconMob_2","EconMob_EconMob_11",-0.526,0
"588","EconMob_EconMob_3","EconMob_EconMob_11",0.48,0
"589","EconMob_EconMob_4","EconMob_EconMob_11",0.486,0
"590","EconMob_EconMob_5","EconMob_EconMob_11",-0.481,0
"591","EconMob_EconMob_6","EconMob_EconMob_11",-0.486,0
"592","EconMob_EconMob_7","EconMob_EconMob_11",0.551,0
"593","EconMob_EconMob_8","EconMob_EconMob_11",0.589,0
"594","EconMob_EconMob_9","EconMob_EconMob_11",-0.368,0
"595","EconMob_EconMob_10","EconMob_EconMob_11",-0.532,0
"600","Nationalism_Nationalism_1","EconMob_EconMob_12",-0.223,0
"601","Nationalism_Nationalism_2","EconMob_EconMob_12",-0.1,0
"602","Nationalism_Nationalism_3","EconMob_EconMob_12",-0.237,0
"603","Nationalism_Nationalism_4","EconMob_EconMob_12",-0.213,0
"604","Nationalism_Nationalism_5","EconMob_EconMob_12",-0.185,0
"605","Nationalism_Nationalism_6","EconMob_EconMob_12",-0.135,0
"606","Nationalism_Nationalism_7","EconMob_EconMob_12",-0.224,0
"607","Nationalism_Nationalism_8","EconMob_EconMob_12",-0.205,0
"608","Nationalism_Nationalism_9","EconMob_EconMob_12",-0.267,0
"609","Nationalism_Nationalism_10","EconMob_EconMob_12",-0.272,0
"610","Nationalism_Nationalism_11","EconMob_EconMob_12",-0.254,0
"611","Nationalism_Nationalism_12","EconMob_EconMob_12",-0.326,0
"612","Nationalism_Nationalism_13","EconMob_EconMob_12",-0.205,0
"613","Nationalism_Nationalism_14","EconMob_EconMob_12",-0.25,0
"614","Nationalism_Nationalism_15","EconMob_EconMob_12",-0.196,0
"615","Nationalism_Nationalism_16","EconMob_EconMob_12",-0.171,0
"617","EconMobTiming_Last.Click","EconMob_EconMob_12",0.036,0.047
"620","EconMob_EconMob_1","EconMob_EconMob_12",-0.414,0
"621","EconMob_EconMob_2","EconMob_EconMob_12",-0.531,0
"622","EconMob_EconMob_3","EconMob_EconMob_12",0.471,0
"623","EconMob_EconMob_4","EconMob_EconMob_12",0.489,0
"624","EconMob_EconMob_5","EconMob_EconMob_12",-0.433,0
"625","EconMob_EconMob_6","EconMob_EconMob_12",-0.445,0
"626","EconMob_EconMob_7","EconMob_EconMob_12",0.52,0
"627","EconMob_EconMob_8","EconMob_EconMob_12",0.541,0
"628","EconMob_EconMob_9","EconMob_EconMob_12",-0.378,0
"629","EconMob_EconMob_10","EconMob_EconMob_12",-0.565,0
"630","EconMob_EconMob_11","EconMob_EconMob_12",0.652,0
"631","NationalismTiming_First.Click","MascTiming_First.Click",0.042,0.021
"632","NationalismTiming_Last.Click","MascTiming_First.Click",0.038,0.037
"633","NationalismTiming_Page.Submit","MascTiming_First.Click",0.038,0.037
"651","EconMobTiming_First.Click","MascTiming_First.Click",0.039,0.032
"665","EconMob_EconMob_11","MascTiming_First.Click",0.038,0.038
"668","NationalismTiming_Last.Click","MascTiming_Last.Click",0.106,0
"669","NationalismTiming_Page.Submit","MascTiming_Last.Click",0.104,0
"671","Nationalism_Nationalism_1","MascTiming_Last.Click",0.04,0.029
"672","Nationalism_Nationalism_2","MascTiming_Last.Click",0.046,0.012
"673","Nationalism_Nationalism_3","MascTiming_Last.Click",0.055,0.002
"674","Nationalism_Nationalism_4","MascTiming_Last.Click",0.05,0.007
"675","Nationalism_Nationalism_5","MascTiming_Last.Click",0.043,0.02
"676","Nationalism_Nationalism_6","MascTiming_Last.Click",0.051,0.005
"677","Nationalism_Nationalism_7","MascTiming_Last.Click",0.055,0.003
"678","Nationalism_Nationalism_8","MascTiming_Last.Click",0.052,0.004
"679","Nationalism_Nationalism_9","MascTiming_Last.Click",0.041,0.025
"681","Nationalism_Nationalism_11","MascTiming_Last.Click",0.041,0.026
"683","Nationalism_Nationalism_13","MascTiming_Last.Click",0.057,0.002
"684","Nationalism_Nationalism_14","MascTiming_Last.Click",0.046,0.012
"686","Nationalism_Nationalism_16","MascTiming_Last.Click",0.044,0.016
"688","EconMobTiming_Last.Click","MascTiming_Last.Click",0.11,0
"689","EconMobTiming_Page.Submit","MascTiming_Last.Click",0.1,0
"691","EconMob_EconMob_1","MascTiming_Last.Click",0.045,0.014
"696","EconMob_EconMob_6","MascTiming_Last.Click",0.041,0.026
"699","EconMob_EconMob_9","MascTiming_Last.Click",0.061,0.001
"703","MascTiming_First.Click","MascTiming_Last.Click",0.653,0
"705","NationalismTiming_Last.Click","MascTiming_Page.Submit",0.106,0
"706","NationalismTiming_Page.Submit","MascTiming_Page.Submit",0.105,0
"708","Nationalism_Nationalism_1","MascTiming_Page.Submit",0.04,0.027
"709","Nationalism_Nationalism_2","MascTiming_Page.Submit",0.047,0.011
"710","Nationalism_Nationalism_3","MascTiming_Page.Submit",0.056,0.002
"711","Nationalism_Nationalism_4","MascTiming_Page.Submit",0.05,0.006
"712","Nationalism_Nationalism_5","MascTiming_Page.Submit",0.043,0.018
"713","Nationalism_Nationalism_6","MascTiming_Page.Submit",0.051,0.005
"714","Nationalism_Nationalism_7","MascTiming_Page.Submit",0.055,0.003
"715","Nationalism_Nationalism_8","MascTiming_Page.Submit",0.053,0.004
"716","Nationalism_Nationalism_9","MascTiming_Page.Submit",0.04,0.028
"718","Nationalism_Nationalism_11","MascTiming_Page.Submit",0.039,0.033
"720","Nationalism_Nationalism_13","MascTiming_Page.Submit",0.057,0.002
"721","Nationalism_Nationalism_14","MascTiming_Page.Submit",0.047,0.01
"723","Nationalism_Nationalism_16","MascTiming_Page.Submit",0.044,0.017
"725","EconMobTiming_Last.Click","MascTiming_Page.Submit",0.109,0
"726","EconMobTiming_Page.Submit","MascTiming_Page.Submit",0.101,0
"728","EconMob_EconMob_1","MascTiming_Page.Submit",0.044,0.015
"733","EconMob_EconMob_6","MascTiming_Page.Submit",0.04,0.028
"736","EconMob_EconMob_9","MascTiming_Page.Submit",0.061,0.001
"740","MascTiming_First.Click","MascTiming_Page.Submit",0.653,0
"741","MascTiming_Last.Click","MascTiming_Page.Submit",0.998,0
"743","NationalismTiming_Last.Click","MascTiming_Click.Count",0.044,0.016
"745","NationalismTiming_Click.Count","MascTiming_Click.Count",0.867,0
"746","Nationalism_Nationalism_1","MascTiming_Click.Count",0.055,0.003
"748","Nationalism_Nationalism_3","MascTiming_Click.Count",0.051,0.006
"754","Nationalism_Nationalism_9","MascTiming_Click.Count",0.055,0.003
"756","Nationalism_Nationalism_11","MascTiming_Click.Count",0.051,0.005
"758","Nationalism_Nationalism_13","MascTiming_Click.Count",0.042,0.021
"759","Nationalism_Nationalism_14","MascTiming_Click.Count",0.064,0
"761","Nationalism_Nationalism_16","MascTiming_Click.Count",0.036,0.047
"763","EconMobTiming_Last.Click","MascTiming_Click.Count",0.067,0
"764","EconMobTiming_Page.Submit","MascTiming_Click.Count",0.047,0.01
"765","EconMobTiming_Click.Count","MascTiming_Click.Count",0.893,0
"766","EconMob_EconMob_1","MascTiming_Click.Count",0.055,0.003
"774","EconMob_EconMob_9","MascTiming_Click.Count",0.043,0.02
"779","MascTiming_Last.Click","MascTiming_Click.Count",0.042,0.02
"785","Nationalism_Nationalism_1","Masc_Masc_1",0.307,0
"786","Nationalism_Nationalism_2","Masc_Masc_1",0.247,0
"787","Nationalism_Nationalism_3","Masc_Masc_1",0.333,0
"788","Nationalism_Nationalism_4","Masc_Masc_1",0.309,0
"789","Nationalism_Nationalism_5","Masc_Masc_1",0.296,0
"790","Nationalism_Nationalism_6","Masc_Masc_1",0.235,0
"791","Nationalism_Nationalism_7","Masc_Masc_1",0.294,0
"792","Nationalism_Nationalism_8","Masc_Masc_1",0.306,0
"793","Nationalism_Nationalism_9","Masc_Masc_1",0.331,0
"794","Nationalism_Nationalism_10","Masc_Masc_1",0.302,0
"795","Nationalism_Nationalism_11","Masc_Masc_1",0.283,0
"796","Nationalism_Nationalism_12","Masc_Masc_1",0.334,0
"797","Nationalism_Nationalism_13","Masc_Masc_1",0.298,0
"798","Nationalism_Nationalism_14","Masc_Masc_1",0.353,0
"799","Nationalism_Nationalism_15","Masc_Masc_1",0.231,0
"800","Nationalism_Nationalism_16","Masc_Masc_1",0.248,0
"802","EconMobTiming_Last.Click","Masc_Masc_1",0.047,0.01
"803","EconMobTiming_Page.Submit","Masc_Masc_1",0.045,0.013
"805","EconMob_EconMob_1","Masc_Masc_1",0.326,0
"806","EconMob_EconMob_2","Masc_Masc_1",0.345,0
"807","EconMob_EconMob_3","Masc_Masc_1",-0.175,0
"808","EconMob_EconMob_4","Masc_Masc_1",-0.144,0
"809","EconMob_EconMob_5","Masc_Masc_1",0.342,0
"810","EconMob_EconMob_6","Masc_Masc_1",0.362,0
"811","EconMob_EconMob_7","Masc_Masc_1",-0.147,0
"812","EconMob_EconMob_8","Masc_Masc_1",-0.179,0
"813","EconMob_EconMob_9","Masc_Masc_1",0.306,0
"814","EconMob_EconMob_10","Masc_Masc_1",0.286,0
"815","EconMob_EconMob_11","Masc_Masc_1",-0.225,0
"816","EconMob_EconMob_12","Masc_Masc_1",-0.209,0
"818","MascTiming_Last.Click","Masc_Masc_1",0.06,0.001
"819","MascTiming_Page.Submit","Masc_Masc_1",0.058,0.001
"820","MascTiming_Click.Count","Masc_Masc_1",0.041,0.025
"824","NationalismTiming_Click.Count","Masc_Masc_2",0.042,0.022
"825","Nationalism_Nationalism_1","Masc_Masc_2",0.248,0
"826","Nationalism_Nationalism_2","Masc_Masc_2",0.172,0
"827","Nationalism_Nationalism_3","Masc_Masc_2",0.256,0
"828","Nationalism_Nationalism_4","Masc_Masc_2",0.227,0
"829","Nationalism_Nationalism_5","Masc_Masc_2",0.251,0
"830","Nationalism_Nationalism_6","Masc_Masc_2",0.16,0
"831","Nationalism_Nationalism_7","Masc_Masc_2",0.258,0
"832","Nationalism_Nationalism_8","Masc_Masc_2",0.237,0
"833","Nationalism_Nationalism_9","Masc_Masc_2",0.294,0
"834","Nationalism_Nationalism_10","Masc_Masc_2",0.282,0
"835","Nationalism_Nationalism_11","Masc_Masc_2",0.309,0
"836","Nationalism_Nationalism_12","Masc_Masc_2",0.3,0
"837","Nationalism_Nationalism_13","Masc_Masc_2",0.208,0
"838","Nationalism_Nationalism_14","Masc_Masc_2",0.304,0
"839","Nationalism_Nationalism_15","Masc_Masc_2",0.257,0
"840","Nationalism_Nationalism_16","Masc_Masc_2",0.209,0
"844","EconMobTiming_Click.Count","Masc_Masc_2",0.04,0.029
"845","EconMob_EconMob_1","Masc_Masc_2",0.303,0
"846","EconMob_EconMob_2","Masc_Masc_2",0.349,0
"847","EconMob_EconMob_3","Masc_Masc_2",-0.164,0
"848","EconMob_EconMob_4","Masc_Masc_2",-0.155,0
"849","EconMob_EconMob_5","Masc_Masc_2",0.304,0
"850","EconMob_EconMob_6","Masc_Masc_2",0.307,0
"851","EconMob_EconMob_7","Masc_Masc_2",-0.139,0
"852","EconMob_EconMob_8","Masc_Masc_2",-0.156,0
"853","EconMob_EconMob_9","Masc_Masc_2",0.315,0
"854","EconMob_EconMob_10","Masc_Masc_2",0.335,0
"855","EconMob_EconMob_11","Masc_Masc_2",-0.189,0
"856","EconMob_EconMob_12","Masc_Masc_2",-0.223,0
"860","MascTiming_Click.Count","Masc_Masc_2",0.05,0.007
"861","Masc_Masc_1","Masc_Masc_2",0.493,0
"868","Nationalism_Nationalism_3","Masc_Masc_3",0.043,0.017
"869","Nationalism_Nationalism_4","Masc_Masc_3",0.039,0.034
"870","Nationalism_Nationalism_5","Masc_Masc_3",0.072,0
"872","Nationalism_Nationalism_7","Masc_Masc_3",0.079,0
"873","Nationalism_Nationalism_8","Masc_Masc_3",0.096,0
"874","Nationalism_Nationalism_9","Masc_Masc_3",0.042,0.021
"875","Nationalism_Nationalism_10","Masc_Masc_3",0.086,0
"876","Nationalism_Nationalism_11","Masc_Masc_3",0.06,0.001
"877","Nationalism_Nationalism_12","Masc_Masc_3",0.109,0
"879","Nationalism_Nationalism_14","Masc_Masc_3",0.064,0
"880","Nationalism_Nationalism_15","Masc_Masc_3",0.081,0
"886","EconMob_EconMob_1","Masc_Masc_3",0.124,0
"887","EconMob_EconMob_2","Masc_Masc_3",0.199,0
"890","EconMob_EconMob_5","Masc_Masc_3",0.156,0
"891","EconMob_EconMob_6","Masc_Masc_3",0.15,0
"892","EconMob_EconMob_7","Masc_Masc_3",-0.069,0
"893","EconMob_EconMob_8","Masc_Masc_3",-0.073,0
"894","EconMob_EconMob_9","Masc_Masc_3",0.155,0
"895","EconMob_EconMob_10","Masc_Masc_3",0.199,0
"896","EconMob_EconMob_11","Masc_Masc_3",-0.085,0
"897","EconMob_EconMob_12","Masc_Masc_3",-0.155,0
"902","Masc_Masc_1","Masc_Masc_3",0.272,0
"903","Masc_Masc_2","Masc_Masc_3",0.403,0
"908","Nationalism_Nationalism_1","Masc_Masc_4",0.102,0
"909","Nationalism_Nationalism_2","Masc_Masc_4",0.043,0.018
"910","Nationalism_Nationalism_3","Masc_Masc_4",0.107,0
"911","Nationalism_Nationalism_4","Masc_Masc_4",0.087,0
"912","Nationalism_Nationalism_5","Masc_Masc_4",0.106,0
"913","Nationalism_Nationalism_6","Masc_Masc_4",0.059,0.001
"914","Nationalism_Nationalism_7","Masc_Masc_4",0.128,0
"915","Nationalism_Nationalism_8","Masc_Masc_4",0.157,0
"916","Nationalism_Nationalism_9","Masc_Masc_4",0.13,0
"917","Nationalism_Nationalism_10","Masc_Masc_4",0.135,0
"918","Nationalism_Nationalism_11","Masc_Masc_4",0.131,0
"919","Nationalism_Nationalism_12","Masc_Masc_4",0.187,0
"920","Nationalism_Nationalism_13","Masc_Masc_4",0.098,0
"921","Nationalism_Nationalism_14","Masc_Masc_4",0.127,0
"922","Nationalism_Nationalism_15","Masc_Masc_4",0.13,0
"923","Nationalism_Nationalism_16","Masc_Masc_4",0.075,0
"925","EconMobTiming_Last.Click","Masc_Masc_4",0.037,0.043
"926","EconMobTiming_Page.Submit","Masc_Masc_4",0.047,0.009
"928","EconMob_EconMob_1","Masc_Masc_4",0.164,0
"929","EconMob_EconMob_2","Masc_Masc_4",0.23,0
"930","EconMob_EconMob_3","Masc_Masc_4",-0.065,0
"931","EconMob_EconMob_4","Masc_Masc_4",-0.08,0
"932","EconMob_EconMob_5","Masc_Masc_4",0.201,0
"933","EconMob_EconMob_6","Masc_Masc_4",0.203,0
"934","EconMob_EconMob_7","Masc_Masc_4",-0.098,0
"935","EconMob_EconMob_8","Masc_Masc_4",-0.109,0
"936","EconMob_EconMob_9","Masc_Masc_4",0.209,0
"937","EconMob_EconMob_10","Masc_Masc_4",0.243,0
"938","EconMob_EconMob_11","Masc_Masc_4",-0.143,0
"939","EconMob_EconMob_12","Masc_Masc_4",-0.181,0
"944","Masc_Masc_1","Masc_Masc_4",0.352,0
"945","Masc_Masc_2","Masc_Masc_4",0.506,0
"946","Masc_Masc_3","Masc_Masc_4",0.667,0
"951","Nationalism_Nationalism_1","Masc_Masc_5",0.307,0
"952","Nationalism_Nationalism_2","Masc_Masc_5",0.247,0
"953","Nationalism_Nationalism_3","Masc_Masc_5",0.333,0
"954","Nationalism_Nationalism_4","Masc_Masc_5",0.309,0
"955","Nationalism_Nationalism_5","Masc_Masc_5",0.296,0
"956","Nationalism_Nationalism_6","Masc_Masc_5",0.235,0
"957","Nationalism_Nationalism_7","Masc_Masc_5",0.294,0
"958","Nationalism_Nationalism_8","Masc_Masc_5",0.306,0
"959","Nationalism_Nationalism_9","Masc_Masc_5",0.331,0
"960","Nationalism_Nationalism_10","Masc_Masc_5",0.302,0
"961","Nationalism_Nationalism_11","Masc_Masc_5",0.283,0
"962","Nationalism_Nationalism_12","Masc_Masc_5",0.334,0
"963","Nationalism_Nationalism_13","Masc_Masc_5",0.298,0
"964","Nationalism_Nationalism_14","Masc_Masc_5",0.353,0
"965","Nationalism_Nationalism_15","Masc_Masc_5",0.231,0
"966","Nationalism_Nationalism_16","Masc_Masc_5",0.248,0
"968","EconMobTiming_Last.Click","Masc_Masc_5",0.047,0.01
"969","EconMobTiming_Page.Submit","Masc_Masc_5",0.045,0.013
"971","EconMob_EconMob_1","Masc_Masc_5",0.326,0
"972","EconMob_EconMob_2","Masc_Masc_5",0.345,0
"973","EconMob_EconMob_3","Masc_Masc_5",-0.175,0
"974","EconMob_EconMob_4","Masc_Masc_5",-0.144,0
"975","EconMob_EconMob_5","Masc_Masc_5",0.342,0
"976","EconMob_EconMob_6","Masc_Masc_5",0.362,0
"977","EconMob_EconMob_7","Masc_Masc_5",-0.147,0
"978","EconMob_EconMob_8","Masc_Masc_5",-0.179,0
"979","EconMob_EconMob_9","Masc_Masc_5",0.306,0
"980","EconMob_EconMob_10","Masc_Masc_5",0.286,0
"981","EconMob_EconMob_11","Masc_Masc_5",-0.225,0
"982","EconMob_EconMob_12","Masc_Masc_5",-0.209,0
"984","MascTiming_Last.Click","Masc_Masc_5",0.06,0.001
"985","MascTiming_Page.Submit","Masc_Masc_5",0.058,0.001
"986","MascTiming_Click.Count","Masc_Masc_5",0.041,0.025
"987","Masc_Masc_1","Masc_Masc_5",1,0
"988","Masc_Masc_2","Masc_Masc_5",0.493,0
"989","Masc_Masc_3","Masc_Masc_5",0.272,0
"990","Masc_Masc_4","Masc_Masc_5",0.352,0
"994","NationalismTiming_Click.Count","Masc_Masc_6",0.042,0.022
"995","Nationalism_Nationalism_1","Masc_Masc_6",0.248,0
"996","Nationalism_Nationalism_2","Masc_Masc_6",0.172,0
"997","Nationalism_Nationalism_3","Masc_Masc_6",0.256,0
"998","Nationalism_Nationalism_4","Masc_Masc_6",0.227,0
"999","Nationalism_Nationalism_5","Masc_Masc_6",0.251,0
"1000","Nationalism_Nationalism_6","Masc_Masc_6",0.16,0
"1001","Nationalism_Nationalism_7","Masc_Masc_6",0.258,0
"1002","Nationalism_Nationalism_8","Masc_Masc_6",0.237,0
"1003","Nationalism_Nationalism_9","Masc_Masc_6",0.294,0
"1004","Nationalism_Nationalism_10","Masc_Masc_6",0.282,0
"1005","Nationalism_Nationalism_11","Masc_Masc_6",0.309,0
"1006","Nationalism_Nationalism_12","Masc_Masc_6",0.3,0
"1007","Nationalism_Nationalism_13","Masc_Masc_6",0.208,0
"1008","Nationalism_Nationalism_14","Masc_Masc_6",0.304,0
"1009","Nationalism_Nationalism_15","Masc_Masc_6",0.257,0
"1010","Nationalism_Nationalism_16","Masc_Masc_6",0.209,0
"1014","EconMobTiming_Click.Count","Masc_Masc_6",0.04,0.029
"1015","EconMob_EconMob_1","Masc_Masc_6",0.303,0
"1016","EconMob_EconMob_2","Masc_Masc_6",0.349,0
"1017","EconMob_EconMob_3","Masc_Masc_6",-0.164,0
"1018","EconMob_EconMob_4","Masc_Masc_6",-0.155,0
"1019","EconMob_EconMob_5","Masc_Masc_6",0.304,0
"1020","EconMob_EconMob_6","Masc_Masc_6",0.307,0
"1021","EconMob_EconMob_7","Masc_Masc_6",-0.139,0
"1022","EconMob_EconMob_8","Masc_Masc_6",-0.156,0
"1023","EconMob_EconMob_9","Masc_Masc_6",0.315,0
"1024","EconMob_EconMob_10","Masc_Masc_6",0.335,0
"1025","EconMob_EconMob_11","Masc_Masc_6",-0.189,0
"1026","EconMob_EconMob_12","Masc_Masc_6",-0.223,0
"1030","MascTiming_Click.Count","Masc_Masc_6",0.05,0.007
"1031","Masc_Masc_1","Masc_Masc_6",0.493,0
"1032","Masc_Masc_2","Masc_Masc_6",1,0
"1033","Masc_Masc_3","Masc_Masc_6",0.403,0
"1034","Masc_Masc_4","Masc_Masc_6",0.506,0
"1035","Masc_Masc_5","Masc_Masc_6",0.493,0
"1042","Nationalism_Nationalism_3","Masc_Masc_7",0.043,0.017
"1043","Nationalism_Nationalism_4","Masc_Masc_7",0.039,0.034
"1044","Nationalism_Nationalism_5","Masc_Masc_7",0.072,0
"1046","Nationalism_Nationalism_7","Masc_Masc_7",0.079,0
"1047","Nationalism_Nationalism_8","Masc_Masc_7",0.096,0
"1048","Nationalism_Nationalism_9","Masc_Masc_7",0.042,0.021
"1049","Nationalism_Nationalism_10","Masc_Masc_7",0.086,0
"1050","Nationalism_Nationalism_11","Masc_Masc_7",0.06,0.001
"1051","Nationalism_Nationalism_12","Masc_Masc_7",0.109,0
"1053","Nationalism_Nationalism_14","Masc_Masc_7",0.064,0
"1054","Nationalism_Nationalism_15","Masc_Masc_7",0.081,0
"1060","EconMob_EconMob_1","Masc_Masc_7",0.124,0
"1061","EconMob_EconMob_2","Masc_Masc_7",0.199,0
"1064","EconMob_EconMob_5","Masc_Masc_7",0.156,0
"1065","EconMob_EconMob_6","Masc_Masc_7",0.15,0
"1066","EconMob_EconMob_7","Masc_Masc_7",-0.069,0
"1067","EconMob_EconMob_8","Masc_Masc_7",-0.073,0
"1068","EconMob_EconMob_9","Masc_Masc_7",0.155,0
"1069","EconMob_EconMob_10","Masc_Masc_7",0.199,0
"1070","EconMob_EconMob_11","Masc_Masc_7",-0.085,0
"1071","EconMob_EconMob_12","Masc_Masc_7",-0.155,0
"1076","Masc_Masc_1","Masc_Masc_7",0.272,0
"1077","Masc_Masc_2","Masc_Masc_7",0.403,0
"1078","Masc_Masc_3","Masc_Masc_7",1,0
"1079","Masc_Masc_4","Masc_Masc_7",0.667,0
"1080","Masc_Masc_5","Masc_Masc_7",0.272,0
"1081","Masc_Masc_6","Masc_Masc_7",0.403,0
"1086","Nationalism_Nationalism_1","Masc_Masc_8",0.102,0
"1087","Nationalism_Nationalism_2","Masc_Masc_8",0.043,0.018
"1088","Nationalism_Nationalism_3","Masc_Masc_8",0.107,0
